,tag1
3484,tủ_lạnh inverter_samsung rb30n4010s8 / sv ( 310l ) - hàng chính hãng-thương_hiệu samsung_chất_liệu cửa : kim_loại phủ sơn_tĩnh_điện chất_liệu khay ngăn kính chịu lực kích_thước ( d x r x c ) 663 x 595 x 1700 mm dung_tích ngăn đá 92l dung_tích ngăn lạnh 218l dung_tích tổng_310l_công_nghệ inverter có model rb30n4010s8 / sv kiểu tủ_lạnh ngăn_đá phía dưới xuất_xứ việt_nam sku_1367676200905 tiện_ích ngăn kệ có_thể thay_đổi linh hoạtdưới 100 triệu
3485,âm ly 2.1 mini amply 2.1_lp-838 - d00-085-thương_hiệu oem_sku_8585166898071 dưới 1 triệu
3486,android tivi box tx3 mini a_ram_2g b rom_16g b 4k_ultrahd - hàng chính hãng-thương_hiệu tanix xuất_xứ thương_hiệu trung_quốc kết_nối hdmi kích_thước 10 x 10 x 2 cm model tx3mini-a ram_2g b rom_16g b sku_6735053933299 dưới 1 triệu
3487,"smart tivi oled_lg_4k 55 inch 55c9_pta - tổng công_suất loa 40w công_nghệ âm_thanh dolby_digital , loa harman / kardon , dts_codec_thương_hiệu lg_tivi kỹ_thuật_số ( dvb-t2 ) có hệ điều_hành , giao_diện webos công_nghệ xử_lý hình_ảnh nâng_cấp hình_ảnh gần chuẩn 4k , ultra_luminance , tru ultra_hd_engine , 3d color mapping cổng hdmi có cổng internet ( lan ) có wifi_802.11 ac_độ phân_giải 3840 x 2160 pixels kích_thước màn_hình 55 inch usb có xem 3d không sku_7210979834800 dưới 10 triệu"
3488,tủ_lạnh sharp_inverter_556l_sj-fx630v-st - chỉ giao tại hà_nội-thương_hiệu sharp_chất_liệu cửa_tủ : thép không gỉ khay ngăn : kính chịu lực chất_liệu khay ngăn kính chịu lực kích_thước 172 x 89 x 77 cm ( cao_x rộng x sâu ) dung_tích ngăn đá 345l dung_tích ngăn lạnh 211l dung_tích tổng 626l_số cửa 4 công_nghệ inverter có model_sj-fx630v-st_kiểu tủ_lạnh ngăn_đá phía dưới xuất_xứ thái_lan sku_7452660417279 dưới 10 triệu
3489,"smart tivi qled_samsung_4k 55 inch qa55q65ta-tổng công_suất loa 20w công_nghệ âm_thanh dolby_digital_plus_thương_hiệu samsung xuất_xứ thương_hiệu hàn_quốc component video 1 composite video 1 hệ điều_hành , giao_diện tizen_os_công_nghệ xử_lý hình_ảnh ambient_mode , supreme_uhd_dimming , wide_viewing_angle , quantum_4k_processor , game_mode , mega contrast , quantum_hdr 4 x , hdr 10 + , ai upscale_4k , công_nghệ màn_hình chấm lượng_tử quantum_dot , digital_clean_view , nâng_cấp_độ tương_phản - contrast_enhancer_kết_nối bàn_phím , chuột có_thể_kết_nối ( sử_dụng tốt nhất trong trình duyệt web ) kết_nối không dây bằng ứng_dụng smartthings cổng hdmi 4 xuất_xứ việt_nam loại tivi_smart tivi qled tương_tác thông_minh tìm_kiếm giọng nói ( chỉ hỗ_trợ tiếng việt trong youtube ) các ứng_dụng sẵn có youtube , netflix , trình duyệt web , kho ứng_dụng usb 2 xem 3d không sku_5994970876831 dưới 10 triệu"
3490,"máy_giặt cửa trước inverter_electrolux_ewf8025cq ( 8 kg ) - hàng chính_hãng-bảng điều_khiển tiếng anh thương_hiệu electrolux xuất_xứ thương_hiệu thụy_điển_chất_liệu lồng_giặt : thép không gỉ chất_liệu lồng giặt thép không gỉ chế_độ giặt nhanh không chế_độ hẹn giờ không_kích_thước cao_85 cm - ngang 56.8 cm - sâu 60 cm lồng giặt lồng ngang công_nghệ inverter có model_ewf8025cqsa khối_lượng giặt 8 kg kiểu động_cơ truyền_động dây curoa kiểu máy_giặt cửa trước trọng_lượng 62 kg quy_cách sản_phẩm 1 sản_phẩm / thùng tốc_độ quay vắt 1200 vòng / phút sku_4996316296076 tiện_ích điều_chỉnh thời_gian giặt , tiết_kiệm nước , tiết_kiệm điệndưới 100 triệu"
3491,"máy_giặt samsung inverter_8 kg ww80j52g0kw / sv-bảng điều_khiển song_ngữ anh - việt có nút xoay , nút nhấn và màn_hình hiển_thị thương_hiệu samsung xuất_xứ thương_hiệu hàn_quốc chất_liệu chất_liệu vỏ máy : kim_loại sơn_tĩnh_điện chất_liệu nắp máy : nhựa chất_liệu lồng giặt thép không gỉ chế_độ giặt nhanh có chế_độ hẹn giờ có chương_trình hoạt_động 15 chương_trình công_nghệ giặt lồng giặt thiết_kế kim_cương kích_thước 59.5 x 60_x_85 ( cm ) lồng giặt lồng ngang công_nghệ inverter có model ww80j52g0kw / sv khối_lượng giặt 8 kg kiểu động_cơ truyền_động dây curoa kiểu máy_giặt cửa trước xuất_xứ việt_nam trọng_lượng 63 kg tốc_độ quay vắt 1200 vòng / phút sku_7828144109150 tiện_ích giặt nước nóng , khóa trẻ_em , công_nghệ_inverter - tiết_kiệm điện , giặt hơi_nước , vệ_sinh lồng giặt , hẹn giờ giặt xong , vắt cực khôdưới 100 triệu"
3492,"tủ_lạnh inverter_toshiba_gr-a28vs-ds ( 233l ) - hàng chính hãng-thương hiệu toshiba_chất_liệu cửa : sơn_tĩnh điện chất_liệu khay ngăn kính chịu lực kích_thước ( d x r x c ) 54.7 x 65.2 x 154.5 cm số cửa 2 công_nghệ inverter có model_gr-a28vs-ds_kiểu tủ_lạnh ngăn_đá phía trên xuất_xứ thái_lan sku_8384297307670 tiện_ích inverter tiết_kiệm điện , ngăn kệ có_thể thay_đổi linh hoạtdưới 100 triệu"
3493,tivi led_sharp_hd 32 inch 2t - c32bd1x-tổng công_suất loa 10w số_lượng loa 2 công_nghệ âm_thanh mpeg1 / 2/4 / h. 264 ( avc ) thương_hiệu sharp xuất_xứ thương_hiệu nhật_bản_tivi kỹ_thuật_số ( dvb-t2 ) có tần_số quét 200h_z công_nghệ xử_lý hình_ảnh bmp / jpeg / png / gif cổng hdmi 2 x hdmi xuất_xứ malaysia_độ phân_giải hd ( 1366 x 768 ) kích_thước màn_hình 32 inch kích_thước không chân / treo tường 732 x 465 x 75 mm kích_thước có chân / đặt bàn 732 x 450 x 144 mm loại tivi led tivi usb 1 x usb xem 3d không khối_lượng không chân 5.1 kg khối_lượng có chân 5.3 kg sku_4238326495422 dưới 100 triệu
3494,"máy_giặt toshiba_9.5 kg tw-bk105s3v_sk-bảng điều_khiển song_ngữ anh - việt có nút xoay , cảm_ứng và màn_hình hiển_thị thương_hiệu toshiba xuất_xứ thương_hiệu nhật_bản_chất_liệu lồng giặt thép không gỉ chế_độ giặt nhanh có chế_độ hẹn giờ có chương_trình hoạt_động 16 chương_trình công_nghệ giặt greatwaves sức_mạnh siêu sóng điện_áp 220 – 240v / 50h z lồng giặt lồng ngang công_nghệ inverter có model_tw-bk105s3v ( sk ) khối_lượng giặt 9.5 kg kiểu động_cơ nam_châm vĩnh_cửu truyền_động dây curoa kiểu máy_giặt cửa trước lượng nước tiêu_thụ khoảng 77 lít một lần giặt xuất_xứ trung_quốc trọng_lượng 68 kg tốc_độ quay vắt 1200 vòng / phút sku_7799328770735 tiện_ích giặt nước nóng , khóa trẻ_em , tự khởi_động lại khi có điện , hẹn giờ giặt xong , chương_trình giặt nhanhdưới 100 triệu"
3495,"remote điều_khiển dành cho internet tv , tv_led , smart_tv_sony_rmt-tx300e ( kèm pin aaa_maxell ) - thương_hiệu oem xuất_xứ thương_hiệu trung_quốc model rmt-tx300e xuất_xứ trung_quốc trọng_lượng 300 g sku_1401478282124 dưới 1 triệu"
3496,"máy_giặt electrolux inverter 8 kg_ewf8025dgwa-bảng điều_khiển song_ngữ anh - việt có nút xoay , nút nhấn và màn_hình hiển_thị thương_hiệu electrolux xuất_xứ thương_hiệu thụy_điển_chất_liệu vỏ máy : kim_loại sơn_tĩnh_điện nắp máy : kính chịu lực chất_liệu lồng giặt thép không gỉ chế_độ giặt nhanh không chế_độ hẹn giờ không chương_trình hoạt_động 9 chương_trình kích_thước cao_85 cm - ngang 60.0 cm - sâu_56.8 cm lồng giặt lồng ngang công_nghệ inverter có model_ewf8025dgwa khối_lượng giặt 8 kg kiểu động_cơ truyền_động dây curoa kiểu máy_giặt cửa trước xuất_xứ thái_lan quy_cách sản_phẩm 1 sản_phẩm / thùng tốc_độ quay vắt 1200 vòng / phút sku_8400251038364 tiện_ích add_item - thêm đồ trong khi giặt , giặt nước nóng , khóa trẻ_em , công_nghệ_inverter - tiết_kiệm điện , hẹn giờ giặt xong , chế_độ trì_hoãn khởi_độngdưới 100 triệu"
3497,"smart tivi lg_4k 55 inch 55un7190_pta - tổng công_suất loa 20 w số_lượng loa 2 công_nghệ âm_thanh ai sound / pro , ai acoustic_tuning , clear voice iii , đồng_bộ âm_thanh - lg sound_sync , chế_độ âm_thanh vòm - surround mode thương_hiệu lg xuất_xứ thương_hiệu hàn_quốc component video có composite video có tivi kỹ_thuật_số ( dvb-t2 ) có tần_số quét tm100 ( refresh_rate_50h_z ) hệ điều_hành , giao_diện webos smart_tv_công_nghệ xử_lý hình_ảnh hdr , hlg , dynamic_tone_mapping / pro , nâng_cấp chất_lượng hình_ảnh 4k_upscaler , hdr10_pro , hdr_effect , filmmaker_mode_model_55un7190_pta cổng hdmi 3_cổng internet ( lan ) có wifi có xuất_xứ indonesia_độ phân_giải uhd_4k ( 3840 x 2160 ) kích_thước màn_hình 55 inch kích_thước không chân / treo tường 1244 x 726 x 87.1 mm kích_thước có chân / đặt bàn 1244 x 791 x 260 mm loại tivi smart_tivi các ứng_dụng sẵn có youtube , netflix , trình duyệt web , kho ứng_dụng usb 2 xem 3d không khối_lượng không chân 14.3 kg khối_lượng có chân 14.5 kg sku_5985268981016 dưới 10 triệu"
3498,"micro không dây karaoke vietstar , 2 mic chuyên dành cho mọi loa kéo , âm_ly , tần_số 50 ._model_mv01 , hàng_nhập_khẩu-thương_hiệu vietstar xuất_xứ thương_hiệu trung_quốc xuất_xứ trung_quốc sku 5891275518777 dưới 1 triệu"
3499,"smart tivi qled_samsung_4k 50 inch qa50q65ta-âm_thanh_ac3 , mka , midi , mid , wma , mpa , m4a , mp3 , wav_tổng công_suất loa 20w số_lượng loa 2 thương_hiệu samsung xuất_xứ thương_hiệu hàn_quốc component video có composite video có điều_khiển tivi bằng điện_thoại bằng ứng_dụng smarthings_tivi kỹ_thuật_số ( dvb-t2 ) có phim wmv , mpeg , mp4 , avi , flv , m4v , mkv , mov , webm hệ điều_hành , giao_diện tizen_os_công_nghệ xử_lý hình_ảnh quantum_hdr , 4k_hdr ( high_dynamic_range ) , uhd_dimming , dual_led_model_qa50q65t_kết_nối không dây airplay 2 cổng hdmi 3_cổng internet ( lan ) có wifi có xuất_xứ việt_nam hình_ảnh png , mpo , jpeg , jpg , gif , jps_độ phân_giải uhd_4k ( 3840 x 2160 ) kích_thước màn_hình 50 inch kích_thước không chân / treo tường 111.6 x 64.2 x 5.71 cm kích_thước có chân / đặt bàn 111.6 x 72.0 x 24.3 cm phụ_đề phim srt loại tivi smart_tivi các ứng_dụng sẵn có zing_mp3 , fpt_play , trình duyệt web , youtube , karaoke các ứng_dụng phổ_biến có_thể tải thêm zing_tv , nhạc của tui , facebook , spotify , cliptv usb 2 xem 3d không khối_lượng không chân 12 kg khối_lượng có chân 12.2 kg sku_8940445151610 dưới 10 triệu"
3500,tủ_lạnh electrolux_85l_eum0900sa-thương_hiệu electrolux công_suất 0.55 kw / ngày điện_áp 220v / 50h z kích_thước ( d x r x c ) 47.4 x 44.7 x 83.1 cm số cửa 1 công_nghệ inverter không model_eum0900sa_kiểu tủ_lạnh mini xuất_xứ trung_quốc sku 3496020805782 tiện_ích hệ_thống làm lạnh trực_tiếpdưới 100 triệu
3501,đài_836 s usb thẻ nhớ nghe đài_fm có đèn_pin hàng nhập khẩu-thương hiệu craven xuất_xứ thương_hiệu trung_quốc sku 9274446016241 dưới 1 triệu
3502,tủ_lạnh sharp_inverter_556l_sj-fx630v-st - giao tại hcm-thương_hiệu sharp xuất_xứ thương_hiệu nhật_bản kích_thước cao_1720 x rộng 890 x sâu 770 mm dung_tích ngăn đá 345 lít dung_tích ngăn lạnh 211_lít dung_tích tổng 626l_số cửa 4 công_nghệ inverter có model_sj-fx630v-st_kiểu tủ_lạnh ngăn_đá phía dưới xuất_xứ thái_lan sku_1035630757016 dưới 10 triệu
3503,"smart tivi samsung_4k 43 inch ua43tu8500-tổng công_suất loa 20w số_lượng loa 2 công_nghệ âm_thanh dolby_digital_plus_thương_hiệu samsung xuất_xứ thương_hiệu hàn_quốc component video có composite video có điều_khiển tivi bằng điện_thoại bằng ứng_dụng smartthings hệ điều_hành , giao_diện tizen_os_công_nghệ xử_lý hình_ảnh hdr 10 + , dual_led , game_mode , dynamic_crystal_color , mega contrast , bộ xử_lý crystal processor_4k , uhd_dimming_model_ua43tu8500_kết_nối bàn_phím , chuột có_thể_kết_nối ( sử_dụng tốt nhất trong trình duyệt web ) kết_nối không dây kết_nối không dây với điện_thoại , máy_tính bảng : chiếu màn_hình qua airplay 2 , chiếu màn_hình screen mirroring cổng hdmi 3_cổng internet ( lan ) có wifi có xuất_xứ việt_nam remote thông_minh remote đa_nhiệm - one_remote_độ phân_giải 4k ( 3940 x 2160 ) kích_thước màn_hình 43 inch loại tivi smart_tivi tương_tác thông_minh tìm_kiếm giọng nói ( chỉ hỗ_trợ tiếng việt trong youtube ) các ứng_dụng sẵn có youtube , netflix , trình duyệt web , kho ứng_dụng các ứng_dụng phổ_biến có_thể tải thêm vtvcab_on , apple_tv , fpt_play , spotify , nhaccuatui , clip_tv , fim_+ , mytv usb 2 xem 3d không sku_2145383295143 dưới 100 triệu"
3504,"tủ_lạnh aqua_90 lít aqr-d99fa ( bs ) - thương_hiệu aqua xuất_xứ thương_hiệu trung_quốc chất_liệu cửa_tủ : mặt thép chất_liệu khay ngăn kính chịu lực kích_thước 47.6 x 49.4 x 54 ( cm ) dung_tích tổng_90l_công_nghệ inverter không model_aqr-d99fa-bs_kiểu tủ_lạnh mini_xuất_xứ việt_nam sku_3264296207247 tiện_ích công_nghệ làm lạnh trực_tiếp , đèn_led tiết_kiệm điệndưới 100 triệu"
3505,"máy_giặt lg_inverter_9 kg fv1409s2w - chỉ giao hà_nội-bảng điều_khiển song_ngữ anh - việt , có nút xoay , màn_hình hiển_thị thương_hiệu lg xuất_xứ thương_hiệu hàn_quốc chất_liệu lồng giặt thép không gỉ chế_độ giặt nhanh có chế_độ hẹn giờ có_công_nghệ_giặt công_nghệ giặt hơi_nước steam + , công_nghệ giặt turbowash 360 , giặt 6 chuyển_động kích_thước 60 x 55_x_85 ( cm ) lồng giặt lồng ngang model_fv1409s2w khối_lượng giặt 9 kg kiểu động_cơ truyền_động trực_tiếp - sử_dụng trí_tuệ nhân_tạo kiểu máy_giặt cửa trước xuất_xứ việt_nam trọng_lượng 62 kg tốc_độ quay vắt 1400 vòng / phút sku_1446440731521 tiện_ích add_item - thêm đồ trong khi giặt , giặt nước nóng , khóa trẻ_em , giặt hơi_nước , cho_phép điều_khiển máy_giặt từ xa qua ứng_dụng smartthinqdưới 100 triệu"
3506,"smart tivi samsung_4k 70 inch ua70tu7000-tổng công_suất loa 20w công_nghệ âm_thanh dolby_digital_plus_thương_hiệu samsung xuất_xứ thương_hiệu hàn_quốc component video có composite video có điều_khiển tivi bằng điện_thoại bằng ứng_dụng smartthings_tivi kỹ_thuật_số ( dvb-t2 ) có tần_số quét 100 hz hệ điều_hành , giao_diện tizen_os_công_nghệ xử_lý hình_ảnh crystal_processor_4k , purcolor , mega contrast , hdr 10 + , uhd_dimming , nâng_cấp_độ tương_phản - contrast enhancer model_ua70tu7000_kết_nối bàn_phím , chuột có_thể_kết_nối ( sử_dụng tốt nhất trong trình duyệt web ) kết_nối không dây chiếu màn_hình screen mirroring cổng hdmi 2 cổng cổng internet ( lan ) có wifi có xuất_xứ việt_nam remote thông_minh one_remote đa_nhiệm thông_minh ( tìm_kiếm bằng giọng nói có hỗ_trợ tiếng việt ) độ phân_giải uhd_4k ( 3840 x 2160 ) kích_thước màn_hình 70 inch kích_thước không chân / treo tường ngang 157.24 cm - cao_87.4_dày_5.99 cm kích_thước có chân / đặt bàn ngang 157.24 cm - cao_95.9_dày_33.99 cm loại tivi smart_tivi các ứng_dụng sẵn có youtube , netflix , trình duyệt web , kho ứng_dụng các ứng_dụng phổ_biến có_thể tải thêm fpt_play , fim_+ , benthanh_karaoke , nhaccuatui , spotify , mytv , cliptv , zing tv usb 1 cổng xem 3d không khối_lượng không chân 24.2 kg khối_lượng có chân 24.7 kg sku_9873330393750 dưới 10 triệu"
3507,"máy_lạnh panasonic_inverter_1.5_hp cu / cs-xpu12wkh-8 - chỉ giao tại hcm-công_suất làm lạnh 1.5_hp phạm_vi làm lạnh hiệu_quả từ 15 - 20 m2 ( từ 40 đến 60 m3 ) xuất_xứ thương_hiệu nhật_bản xuất_xứ malaysia model cu / cs-xpu12wkh-8 công_nghệ inverter có gas sử_dụng r-32 chế_độ tiết_kiệm điện có kháng_khuẩn khử mùi nanoe-g chế_độ làm lạnh nhanh có chế_độ gió điều_khiển lên xuống tự_động , trái phải tùy chỉnh tay tiện_ích phát ion lọc không_khí , hẹn giờ bật tắt máy , chức_năng hút ẩm , làm_lạnh nhanh tức thì thương_hiệu panasonic kích_thước dàn lạnh : 77.9 x 20.9 x 29 ( cm ) dàn nóng : 87 x 32.5 x 54 ( cm ) độ ồn dàn lạnh 21_db_độ ồn dàn nóng 43 db trọng_lượng dàn lạnh : 8 kg ; dàn nóng : 24 kg chất_liệu ống_dẫn gas : đồng ; lá tản nhiệt : nhôm thông_tin lắp_đặt / giao hàng chiều_dài lắp_đặt ống đồng : tối_đa 20 m chiều cao lắp_đặt tối_đa giữa cục nóng-lạnh : 15 m sku_4573495347982 dưới 10 triệu"
